text,label
"exactly, ive NEVER been more stressed as i am right now, never. I don't want to get into why because its too long but the main reason is obviously school, and also i play flute and I'm stressed about something regarding to that. But there's just this huge weight on my shoulders, but the difference is this stress and weight on my shoulders doesn't go away. Its been with me this entire month of January, I've been stressed 247, from the moment i wake up to the time i go to sleep. I cant sleep at night because of this stress, it feels like a headache that wont go away. This stressed feeling never goes away, i don't remember the last time i wasn't stressed at this point, its honestly affecting my mental health. But schools, and teachers, and parents never care about that. They just care about us being working robots who end up getting in an Ivy League.",Medium
I think competence = confidence = lower levels of anxiety.,High
"Thank you, Abao, for your efforts. You've helped many people and continue with this session. I'm ready !",Low
I’m currently writing a 2000 word essay and honestly this really motivated me to continue writing!,Low
But what if I feel overwhelmed with actions that are in my control? I want to do so many hobbies and activitites at once and I feel like I can't start anything because my mind want to move to the next interest,Medium
"​@amalrajpr6800 Only thing that'll do is make you bitter and depressed, getting into ""the hustle"" and crapping on women for aging won't do anything for your brain malfunctioning",High
Girl… i am watching this video for like 5th time and i am always so motivate after that. Thank you(you changed my life),Low
Whst can u do about crippling anxiety accompanied by intense fear?,High
absolutely love your videos to death :) the only study with me videos that work for me !! thank you so much for always showing such beautiful views of japan and helping me feel so productive and focused !!!!!!! see you tomorrow because my finals are happening and ive been watching your videos everyday to help me study,Low
"Thank you,my exam is starting next week",Medium
"I dont like a word problem. Those are not problems, those are daily tasks. Just by changing definition you already modify your level of alertness and stress.",Medium
Why are you commenting here? Are you depressed?,High
"I had a Severe what I called Nervous Breakdown in 2012 caused by seeing too many cruelty cases, the Mother Theresa cruelty case and Captain Paul Watson at that time was arrested in Germany because Merkel might have taken bribe money from Japan in order for her to extradite Paul Watson to Costa Rica because of an accusation that was fabricated by the Costa Rican shark fishers and my mother was being a mean troll towards me. All of that resulted in a complete overload of information and trauma and I had a panic attack with all symptoms of a panic attack one can imagine this lasted for half a year it was hell. My brain can only take so much stress until panic happens. The psychosis lasted for about a week then it loosened up with Chamomille tea alone thank goodness then after that I went into ""normal"" neurosis again. It was the conversations between Jiddu Krishnamurti, Dr. David Bohm, Dr. David Shainberg, Dr. Allen W. Anderson, Dr. Rahula, Dr. Nahrain, Dr. Parshery, Dr. Rupert Sheldrake and others that saved my life.",High
Lack of spiritual knowledge our mind stuck in nagtive energy then our body senses misguided us so god said keep faith in heart then souls connect with love and coprate in life. Be kind be honest be truthful be grateful obey souls respect souls respect rules respect nature respect women except everything happened in life somereason then people and nature coprate with love .past is jail. Guilt and stress stop blessing. Moody and stubborn behavior brings lots fear in life. Ego and discrimination brings fear in life. Cut down sugar and eat fresh plant based food. Cut down desire only grateful. Sleep at night not day time. Make God your best friend in heart tell your secrets to God he will show you right path.,High
"i love this content too much, love the view and love you too, thank you for the video, you saved my exam",Low
​ @kokohome_yt thank you,Low
"To all my depressed community, Im happy to say I have a month taking microdose of psycodelic mushrooms and Im feeling WAY!!
BETTER!!
Totally recommended!
Ask me more details if You want!
Cheers",High
thanks ....hope you had a great year :)),Low
Why I am I so sick with anxiety?,High
Watching this video is helping my anxiety right now,High
"Last summer I had made good decisions about reading, following a healthy diet, and having fun with the family. It was a simple plan, and it was wonderful. I read a lot of books and had a lot of fun. Woman He Can't Unsee by Kayla Dravert is my favourite about glow up - game changer. The things inside are incredible, but there are methods that can be dangerous if not used properly. This summer my goal is to shine and improve my physical build and take care of my hair. I wish success for me and for everyone as well in achieving their goals.",Low
Cast all your anxiety and depression on God cause He cares for you,High
Damn. I've been trying to transition from Info Tech to Development because I felt like Devs had it a little easier than IT folks but now this video has me thinking otherwise. Where does IT fall on the burnout and suicide scales compared to Devs?,Medium
"I have had multiple ""mental breakdowns"" during this past year ..wouldn't wish it on my worst ememy",High
"1. My job doesnt give me time to check in with my body . Maybe your channel is geared toward professionals with the privilege of privacy ? Who have at least some kind of space ? Whet about the restaurant worker, who cannot carry electronic devices? What about active military? Does deep breathing help, when the enemy is on the other side of the wall? Actually, survival often depends on not relaxing every 15 minutes. Some of us must be on high alert, for long periods . Also, 2. I don't find that grounding techniques help anymore. That's fine when you have one or two stressors. But when every side of your life is imploding physical, financial, losing one's home kids or partner, career, actual danger, ie everything Then BREATHIING SLOWLY DOES NOT HELP. I asked you for this before i'm asking again Will you grow beyond your admiration of upper 5 Mel Robbins ? Will you acknowledge the other segments of the population?",Medium
"this is the best thing that i have ever found, I'm studying for my last ever exam tomorrow that i'm super stressed about. I find studying really difficult because I can't focus for long intervals and if my break is too long I start productive procrastinating. I stayed super focused while using this video, the time interval lengths were perfect, the rain and music choices were immaculate. I love it here.",Low
"Thank you, its my first time here and i ll be back tomorrow. Thank you",Low
Whoever reading this comment...... Although.... I am unable to cope up with stress too...... But i hope we both somehow find our ways towards success and feel stressfree,Medium
"thanksss for the list, hope u have a nice day whenever u see this",Low
"As someone who has been undiagnosed and felt so estranged and weird and confused by it for so long, the first 2 minutes or so where she describes the social situation split through my soul. She described my exact interactions to an absolute T. I started crying for the first time in a long time, I feel seen I feel normal like it’s not my fault, I have anxiety disorder. This has inspired me to do, what for me has been the unthinkable, and im going to my GP tomorrow to get a diagnosis. I’m hopeful for the first time in a while and o just want to say thank you to Olivia even though I know she will never see this, thank you for seeing me that means the world.


Edited for spelling mistake.",High
"No, that's just being sad. Depression is an intense feeling of hopelessness and despair that lasts for weeks, even months, at a time.",High
"@AshBigs  To put it plainly God doesn’t want you depressed one of the fruits of the spirit is called Joy (Happiness). Jesus wants to give you joy that never runs out. Don’t give up, ask Jesus for help and watch your situation flip. God wants to show you He is real if only you would let Him. You have nothing to lose but everything to gain.

Psalm 34:18 The LORD is near to those who have a broken heart, And saves such as have a contrite spirit.",High
I'm joining from Canada and I will be studying geography!! Thank you Merve fro being the best study buddy out there!,Low
"Right now, there are people all over the world who are just like you. Or they are alone, they miss someone, they are depressed, hurt, marked by the past, they have people that nobody knows, they have secrets that you would not believe. They want, they dream and they hope. And now, you're sitting here reading these words, and I'm writing this for you so you won't feel alone anymore. Always remember, don't be depressed by the past, don't worry about the future and focus on today. If today is not so good, don't worry! Tomorrow is another opportunity. If you're reading this, please share it to share and make others feel better. Have a nice day!",Low
I have 10 exams in this week wish me luck.,Medium
"Japonlara kalpten selam, ne kadar pratiksiniz ve düzenlisiniz. Bu arada suyu ekonomik kullandığınız için teşekkürler.",Low
Ive been stressing about ww3 and pretty much all the news and stressful stuff in the world Im only 12 and cant sleep at night and having to watch these videos is kinda sad bc I feel like someone my age shouldnt have to worry about this stuff I cant do simple task like reading watching videos thinking what if this is the last time I etc. if anyone has any other tips just to get my started I dont really think Im ready for telling my mom or dad or anyone so doing little things to help myself would be nice and I hope I cant over come this stuff bc I fell like its talking over my life and Im not even a teenager yet. Ik this sounds a bit cheesy but I cant just ignore it anymore I dont think I can live with it no I dont wanna k! myself I just want to fell free like I did before.,Medium
Thanks Abao for your hard work!!! I love to study with your videos,Low
"I am not studying but this soundtrack really helped with my throbbing headache, stress and anxiety while doing my work. Thank you.",Low
Hi Dr Marks. Can anxiety be hereditary? Also why doesn’t therapy work to cure panic disorders etc. Thank you,High
"Wow, it's the first time I see a routine that just makes me feel less alone. Even though I always wake up extra early, hearing how most of my peers pull all-nighters while I struggle to do so makes me feel so guilty. This video just stated what I needed to hear, and I appreciate you giving that reassurance in the end that doing what works for you individually is what really matters because in the end, you want the routine that is sustainable because the academic journey is a marathon not a sprint. Thank you so much for such a serene video! Wishing you the best in your journey",Low
I get stressed whenever I wash the dishes lol,Medium
well i guess i am stressed to the brink that i wanna quit school. haven't checked the school gc in 2 weeks and i dont wanna do any work i hate myself so much i was never like this before pandemic came and now the school work is just so hard for me i wanna give up but i cant i cant,Medium
Thank you for leaving such a lovely comment! Glad that my video helped,Low
@cawkenheimer Thank youuu,Low
"Okay so feeling overwhelmed is a result of feeling like you dont have control in your life, which comes from passive challengesactive challenges. But the act of being overwhelmed is a selffulfilling prophecy and actually keeps you from attacking any challenges, whether they be active or passive. So the key to beating the feeling of being overwhelmed is to do smth unrelated to the original challengechallenges, smth that still challenges your brain, complete that task in order to TAKE back control of your brain and ta da.",Medium
"Might be a different vibe than the existing journals but I think a dark burgundy or espresso brown would be amazing for fall, to help romanticize cozy fall days and add warmth when it's so gray all around.",Low
"I have these attacks (almost) every night, and sometimes during the day, and when i have them, i get so scared that i start looking up stuff about death, heart attacks, etc. This makes me even more anxious. Even though every time i have a panic attack, i end up finding out that its a panic attack, but the next day its like i just throw away all that information and start it all over again. This is very stress-full, i even make word documents to write about how i feel, but during the day i just want to forget about it, I am gonna ask my mom if i can get help at a therapist.",High
How beautiful and soothing your video was I didn't even knew when video got ended I wanted moreeeee Gonna wait for more such videos Love from India,Low
Thank you. We should be less hard on ourselves and be more aware of these kind of things as well. Appreciate it stranger,Low
"Agreed. He's not refering to panic disorder here but I think it is still possible to see your panic disorder as a well meaning friend. A friend that is working overtime to keep you safe. This slight shift in perspective is helping me. I have suffered with agoraphobia and panic for over 30 years. I tried exposure therapy twice before but it was excruciating and I had to stop. However, recently I have started to recognise that what I fear are the sensations of panic, not the ""leaving the house"", crossing bridges etc. I have read so much information that now I really believe that the panic sensations as harmless, though unpleasant and I am growing my willingness to face them in exposure. Seeing them as ""on your side"" helps. It's hard work but I am getting better and better. I am seeing the light at the end of the tunnel for the first time in 30 years but it will take time.",High
As far as I know a panic attack doesn't last that long. Anxiety might. i know I feel all the time like I am really shortly before having a panic attack.,High
"Hi, I've been using your videos and I've been really productive. Hoping to see more Lofi with Rain sounds. Thank you!",Low
Thank youYou words really comforts me! Best wishes to you,Low
"""I don't want to die. I want to live forever.""
I had to stop and let myself cry a bit at that. I'm not there yet with my own depression, but I will get there one day.",High
This explains alot of what i feel all the time. Like the other day i went to my husbands cousin house and he was having a lil get together with his friends. And i didnt want to go because i dont like groups of people i feel like there is too many people there. Which is weird cause i can be at work and be normal around tons of people but there i freaked. I was sitting there feeling my heart race and trembled badly and i was thinking about how i was just being a a party pooper and a bother to my husband. I was stressing out because here they were all having fun drinking and playing games and i didnt want any part. I just wanted to isolate myself and hide away from them all. I just wanted to go home and i felt like i couldnt breathe and i ended up leaving his cousins house twice saying i just needed to call someone when really i just wanted to be alone. My husband came to get me those both times and he was a lil embarrassed cause of how i was and i felt so bad about it. I want to be by his side so much but another side is like trying to get away from it all. And i feel like i panic even thinking about going back there again. How can i fix this problem so i can be there for my husband and not panic. Or have a attack with these people.,High
"Psych2go school is important, but the wrong competition of it is stressful. The system is sue able",Medium
"@darrenmillar2201  Some people go outin the sun to feelbetter, hence people get depressed in winter known as S.A..D feeling

Everyone’s got struggles of some kind, whether it be financial, health related or sinful addictions that you know is bad but can’t stop it. Ask for Jesus to intervene and help. God will help you overcome, thus giving you a personal encounter, and proving He exists to you. I have received a physical healing mir-acle; Jesus is waiting for you to humble yourself and ask (ask because God listens).",High
"Thank you! Been really stressed out preparing for my college entrance exam coming in 1 month, but I'm trying my best. Hope the results will be good, and I can make it into my dream college!",Low
"Since becoming pregnant, I've started having panic attacks",High
To sooth your anxiety watch any one of the videos on my channel! It helps ALOT!,High
"I know this is an old video but I just came across it. 

Maybe some people feel shame. They don’t wanna tell anyone for fear of getting judged? 

But I know it’s not always just shame. It’s the feeling of hopelessness. Like why tell anyone? No one can help. It’s useless to mention it to anybody. It’ll be a waste of money to go to a therapist or a doctor they’ll just let me talk and talk while they nod and take all my money. Why say anything to a friend or loved one? There’s no point. They’ll pretend to listen and care and suggest I see a therapist. It’s that feeling. Every day. All day.",High
"My goodness, your explanation plus presentation was wonderful. I feel better (for I was battling intense anxiety today) and I feel more confident in this battle. Will be looking for more of your content",High
"everyone knows that stress when everyone is done and your class is over in 5 mins and its due today and you still have 2 questions to do, i literally start sweating like if i dont complete the questions im going to be executed",Medium
Im getting so stressed over school I worry about what were going to learn about and my grades and I get so so anxious,Medium
Its because ..calm music makes everybody relaxed and give a comfort or happiness and think about things and many more,Low
You won't believe how much this helped me! I have not been doing so great studying the past few days but I studied with this and I got all of my work done early! Thank you!,Low
"Thank you so much! If it were not for you, I wouldn't be motivated to study! :D",Low
"Cheers for the Video! Excuse me for the intrusion, I would appreciate your thoughts. Have you tried - Franaar Stay Peace Formula (do a google search)? It is a great one off guide for  getting rid of your anxiety disorder without the normal expense. Ive heard some great things about it and my friend after many years got cool success with it.",High
"I've just had, what's unprofessionally called a nervous breakdown; roughly ~1½ weeks ago (on Monday, the 17th of June).
Or more a ""total nervous meltdown"", how I'd name it.

Nice to learn from you it's supposed to be only temporary!
But I can't say, if I've really recovered from this yet...

Already being disabled, sick*, suffering from depressions and PTSD, my last resort, toy and distraction to cope with all this is the internet.

(* The term sick is somehow ""relative"" imo.
Doctors would call my cancerous liver cirrhosis pretty much as being ""terminally ill"".
But I don't take that too seriously).

So I'm watching YouTube or I'm researching something on Google most of my time.
Which is my personal strategy to avoid my negative thoughts overwhelming me completely.

This worked halfway, until someone has hacked into my WLAN/Wi-Fi and renamed it to:
""You got hacked - your end""
(in my native language German).

YouTube had gotten interrupted moments before I'd discovered this ""hacked-message""-mess.
Which was the new name of my suddenly unavailable WLAN (= also called Wi-Fi in the US/English-speaking world).

& I got forced to realize, what was going on.
At the same time these unexplainable, sharp, weird noises on my computer - which I'd never heard on that gear before besides that Monday - also had started to make some sense to me.

Nothing worked any longer, my WLAN/Wi-Fi was no longer available for me.
& Worst of all:
I didn't and couldn't predict or know, how long these torturous circumstances would/could last and I felt unable plus unprepared to keep my dark thoughts away or at least distracted any longer.

Dang it!
That realization was in fact the end for my wrecked, stressed out nerves!

& I quickly had to notice, I had no idea, how to survive that day plus the following ones and how I'd be able to fall asleep at night without any calming voice or distracting, soothing narration...?
& Without being able to use the last thing on earth giving me a little bit of joice/pleasure/fun/peace of mind/distraction/whatever you wanna name it and connecting me with that world somehow.

I literally fell into a dark deep hole, started crying like a crazy person and laughing - also like a mad woman - at the same time - about the irony of the whole situation.
Undeniably and without a doubt, I experienced something like a complete mental, nervous meltdown.

This incident even caused me to experience ""some sort of time-shift"".
On a Tuesday I believed the whole time and the full day long it's a Wednesday, double and triple checking it, it's been a Tuesday though.

For a better understanding of my ""mistaken time feeling"", I should add, that I'd no idea, if only my WLAN/Wi-Fi got hacked or my computer and/or smartphones as well.
That's why I believed for a while, somebody had changed the date/my kalendar, too!

& These were only the days following this meltdown, as this had happened on the Monday 17th before said Tuesday (a/1 day, which felt like 2 days before).
Till this day I've no idea, where this additional day has been coming from or where it's gone...

So something felt/was really very weird there in my head.
& I'm still having severe problems to focus.

After cleaning my apartment ~5 days later, I couldn't find my most important medication anymore.
I knew exactly, I'd stored them on a logical place at the start of cleaning, but it took me nearly 12 hours to find them again.

Whoever idiotic jerk did this to me, highly likely witnessed me freaking tf out completely,
Not in an angry, loud way though - as they'd most likely had expected and perhaps wanted to record my reaction for a ""funny YouTube prank video"" - but I'd reacted in a very depressed way ... which seemed to have frightened them.

T5hey didn't expect me to cry like crazy and question life in general for sure ...
& Gave me the WLAN back ""mercyfully"" after hours, what a joke!
This again showed me, it seems to be impossible to live in peace (without having any contact to anyone) without someone bothering me.

Certainly a message I didn't really need to know.
I don't get people going off on such actions.

(I just had to realize, I'm not able to focus on this text any longer ATM.
But I'll come back to edit a few details asap).",High
Depressed person trying to be inspiring to depressed people. What?,High
Literally watching this right before my exam and realising I didnt have a balanced diet this week...,Medium
No school No job No home Become a CRAB,Medium
"Lena , Your vlogs are always vibes as if we are sitting and talking together thank you for sharing with us! I love you!",Low
I'm here before 10 mins before an online exam,Medium
The reason why I prefer waking up earlier is that I feel much tired after school and can't be productive more than 30 mins. So I decided to go to bed earlier and wake up at 1 or 2 am. I can do my sunnah prayer as well waking up at this hour. Thanks for sharing this,Low
"If you dont mind answering did you have any warning signs leading up to the attack and how old were you? Asking because I have been having pains that are freaking me out lol. No pressure if you dont feel comfortable answering, I understand its rather personal.",Medium
I am school student still it's useful,Medium
"CharliMorganMusic stimulants elevate catecholamines. Dopamine, noradrenaline, and adrenaline. Adrenaline is the one that does the shortterm stress response. And if you don't believe that, then how do you explain that people with ADHD often learn to harness the panic of an approaching deadline to help them get started on work?",Medium
"Theres so much things my school Needs me to do, Is everything that I learn really necessary in the future? Like to much stress is entering me, Especially for my parents forcing me to do it. Do everything I learn in school really necessary? By dividing decimals or how to make a circuit? Theres to much things in my situation. I hope God helps me sleep tonight.",Medium
nice try but its the break,Low
Not that simple at all. It's a genuine effort and likely works on more simple or modest cases. But anxiety  can be the result of staggering childhood or long term abuses and is not going away so easily at all.,High
"Bom dia Nami, obrigada pelo seu video!!!!Comprei o pacote do feijao para fazer zenzai, mas pensei que o shiro moti estava junto.... amo demais doces japoneses. Otima semana para voce !!!!!",Low
"It's relax. And I'm from Vietnam, I'm Vietnamese :D Thanks for mentioning us Vietnamese in the description :D",Low
I just had a small anxiety attack i think something is wrong with my brain frfr,High
"Microdosing helped me get out of the pit of my worst depressive episode, a three year long episode, enough to start working on my mental health.",High
"elenakrunic5387 personnaly I practice different type depending on what I need, and try evrything to know which one works for me. I really enjoy sophrology, sometimes I just focus on my breath, other I repeat a mantra that help me in the moment, or I focus on each part of my body from head to toes during 20 seconds when I'm too much on my mind or tens, other times guided meditation on specific subject, emotion.. You could try each of them several time to find out which one suits you the best !",Medium
Well heck imma try this.. it is so counterintuitive Im curious to test it plus Ive been stuck in survival mode so long its ridiculous.,Medium
"Literally the best study music on Youtube, thanks so much and pls keep bringing this quality videos!",Low
"Thankyou for your advice, I was really stressed and now I feel much calmer. The breathing tip is very helpful Stay blessed",Medium
"I work in the Arctic Circle where we have no sunshine at all for months straight.  Over ten years ago in Alaska, we discovered the cure for depression and I have never suffered since.  My family on both sides has a history of depression and my paternal great grandmother was even committed to a mental institution for melancholia or depression.  So, I never hesitate to share the cure for depression.  A physicians assistant in one of the man camps tested everyone’s vitamin D level and cured so many of us, without sunshine all of our Vitamin D levels were very low.  Word spread like wildfire in Alaska and Vitamin D became very hard to find on the shelfs in the stores.  I asked my doctor about Vitamin D soon after and depression and he said that the medical community had known it was the cure for decades but there was no money in it so they kept quiet.  Turns out you don’t get the vitamin D that you need from the sun in the months from October thru March if you live north of the 37th parallel, which is the southern border of Utah.  My level was 7 instead of 70 to 100 when I first had my vitamin D blood levels tested. I was so depressed.  This winter, in complete darkness in the Arctic Circle, I took large amounts, 25,000 IU to 50,000 IU a day and my blood test results came back at 40; low but never sad.  It takes one week for the first dose of Vitamin D to kick in; 60,000 IU daily for 6 months can be toxic; also, very importantly, if you have high blood pressure you need to be monitored by a doctor before increasing Vitamin D supplements.  Exercise is vital too, I play pickleball regularly and don’t need the Vitamin D supplements from April thru September.  Go outside for at least a half hour a day to get your Vitamin D from the sun.  Some of us are just genetically deficient at producing Vitamin D and often live in the north; depression is not a lack of character or a mental illness.  If you know someone that needs effective treatment for MS Type “The Coimbra Protocol” into Swisscows search engine, Google will often misdirect you as Vitamin D isn’t profitable for big pharma.  They let millions die worldwide hiding the truth about ivermectin.  Big pharma makes more money if you get a little better now but progressively worse over time.  Twenty poor countries eliminated the pandemic a year ago with ivermectin and you haven’t even heard about it; now that’s depressing!",High
"Thank you Tim for this amazing Ted Talk also, reading these comments makes me feel less alone. Sometimes I feel like a burden to those around me that don’t struggle with anxiety. I also have struggled to eat, sleep, and focus cause of it lately. But I know things will get better. I’m starting therapy and medicine soon that will help",High
Made me realize how often I've just pushed my feelings aside like they didn't matter. Mental health really needs to be treated like physical health.,High
i thnk the view of Tokyo from this height looks so good and peaceful at the same time.. thank you,Low
i am currently studyin for my medical collage entrance exam and this video is helping me a lot . thanks for this amaizing video,Low
Thank you for this. I'm studying for the CPA exam and it gives me a sense of peace and calm!,Low
"Thank you very much, I believe in you too",Low
"I tried everthing… 

getting to a psychiatris/taking many medicine/ trying to meet new friends… 

I never had real friends that always supported me in life…I always had to say I’m fine…even though I’m crying everyday and even telling everbody I’m doing great….I have a job/ I can study and go to university etc …but still I’m not happy and hate my life…

the only place where I feel happy is being asleep and not feeling abouth anything at all…sometimes I wish I stayed that way…",High
"Man i can't believe how accurate you are with these tips, thank tou so much from the depth of my heart. Stress messes with my digestive system, and on tests i always have embarrassing stomach noises, and before the test i go to the bathroom once every hour, it genuinely sucks and feels so defeating. That led me to more procrastination, fear of making mistakes or seeing my grades so i don't stress more and relive the feeling. Honestly even your tips don't work for me i am more than appreciative, thank you",Medium
"I am learning to code, a new challenge in my life but when I get to study I use to procrastinate a lot, tonight I met you and I want to thank you bcos I really felt so focus on my task and also felt like studying with a partner besides me. Thank you for your content my man, wish you all the best.",Low
I was studying for 4 hours and cant even completed 1 ch. I am having a ton of backlog,Medium
"I had my first panic attack driving on a California freeway. I barely made it out the nearest exit and into a parking lot before I was fully disoriented. Now I get anxiety each time I enter a freeway and I can't help but to think what if, It happens again... and I can't NOT think about it. It sucks",High
I' m really glad to read this. Thank you so muchhh,Low
"I appreciate your videos so much!!! Thank you for sharing your real life and thoughts with us because without a routine or regimen in my life...i need good examples. And I am literally attempting to make small changes one at a time. Trying to exercise again, trying to cut down on caffeine, trying to create some sort of regimen in my life. I'm on disability and cannot work a regular job. I NEED a routine so that I can feel better about myself. My confidence is nill. I'm all over the place mentally and emotionally. I sit too long, smoke too much and it just makes everything worse in my life. Thank you again for your videos and for mentioning prayer and biblical examples. God Bless you!",Medium
"I need to learn from this. besides anxiety, I get stressed out. By her getting too excited about what she's saying, I wish you would talk more calmly",Medium
i get fucked before exam. Tomorrow again.,Medium
I never hated my life this much. I hate the fact that i can't fix it. I hate myself for not being able to concentrate. Idk why I'm saying these here-,Low
Really thank you,Low
"The only family I have left is my sister and her daughters and their children. The oldest niece backstabbed me to her family, my family, non of them speak to me so since my husband died 48 months ago Ive been alone. I do everything in my power to shift my focus to things and friends I love and deepen my friendships with those that love me back. Its been over 10 yrs now and though Ive made amends for my part in the altercation theres no forgiving from them. When I try to sleep the painful feelings rise up and I have turned what use to be perfectly straight healthy teeth to crooked wobbly compromised mouth with the unconscious pain that was suppressed most of my waking hours. If anybody has found release from such heartache I am open to finding freedom and acceptance.",Medium
Thank you so much! I'm so glad to hear this ~ Have a wonderful weekend!,Low
Pls guys pls just appreciate how much effort abao put into this,Low
"If you are wrong for feeling this way, I’m wrong too. We can be wrong together. It’s not something I enjoy admitting but there is extreme strength in doing so.  
When I was 19, someone I was very close to committed suicide. It was a complete shock because this person was “above “ the college drinking or partaking in “green”. He was in his senior year and focused on being advocate for foster children. He was someone I thought wow how strong. 
Strength in admitting the feelings is much more powerful and needs to be normalized. Just as we have joy in life, there are also deep valleys.  . Praying for strength for you and me or anyone with these feelings.",High
"My anxiety is getting worst,I can't sleep for week .Everyday I feel like throwing up.",High
"Thanks for create and share ! Just love the idea, the sound of music and the rain sounds. I'll be back later to see the footage too... Shibuya is such a beautiful place, specially when seeing from above. I do prefer ""Weathering with You"", it is visually more beautiful, with more captivating scenes, although the story of ""Your Name"" made me cry. Thanks, and congrats from Brazil !",Low
"Dangerously misinformed. He might have an anxiety disorder but let’s leave diagnosis to psychiatrists who study this for 8 years. Bipolar also exists, depression, OCD, which is similar chemicals out of whack in your brain as people with anxiety disorders. The only thing he is right about is that we all experience it- just not to a level that it’s a disorder. A certain level is needed & basically he’s saying he has a normal level of it & he’s blessed….but he doesn’t have the license to speak on it.",High
"The behavioral activation Thing in Depression therapy has become a questionable concept to me. In my personal experience it lead into Burnout, self gaslighting and Feeling Let down by the medical field. When you are actively burnt Out from fighting against your mental health problems all the time, It's toxic in my eyes. Btw I am Not hopeless at all, I actually have so many Things I would Love to do and have passion for, but I am just incredibly exhausted and overburdened and Desperate for practical Help but I still get Put into the Depression mold",Medium
I usualy work with you. Your videos help me to focus on my work. Thank you so much!,Low
"The fact that he drinks water instead of coffee proves he knows the way to study in its truest sense. If you know, you know. Youll understand what I mean",Low
ryzvik I wish my pearnts expected me to get 75 my pearnts want 9095 im struggling so badly as my first year in high school and im about to die from the stress,Medium
"I feel bad for everyone going through this rn! I slowly getting better , turns out there were stuff in my life causing this stress, what Iam trying to say here the problem is probably not from u! Something in ur life can play a huge part. Please be careful and hope u all do well our exams. I get ur pain …",High
Is Anxiety a signal from our mind to alert you about things we are ignoring or running away from life !,High
On 23 may its going to be my exam and  I am in  so much stress including that I have OCD that makes me  to think more stressful but still I do alot of hardwork in last exam I got 90% and before that got 92%,High
How do you behavior in the weekends? (I mess up all the week usually) infact I realized I’m writing at 3am🫠,Low
"Great video! Clear, practical tools for managing stress and anxiety.",Medium
Med school gives me permanent anxiety,Medium
I love this! thank youuuuu,Low
It's been a long time since I last listened to this music; it really helps me relieve stress not only while studying but also when I'm working. It's truly very relaxing,Low
"Great video, thanks for sharing!",Low
"this video is so pleasing and comforting to watch, i love routines like this with chill music, pleasing visuals and minimal talking",Low
"but what if the active challanges get in front of the passive ones? I had this problem while studying for exams. I had to cut out playing guitar, reading books cuz i couldnt pull my attention out of those active challanges and i just completely ignored the other stuff. getting lost in my active challanges is easy for me. Its like i have 2 personalities and once the responsible one comes he gets so overwhelmed and panics. then he leaves and the aloof one comes and completely forgets responsibilites",Medium
Thank you. Same to you,Low
"My parents Step 1, don't be anxious",Medium
I guess not everyone who has anxiety is anxious about being anxious to understand the point of this video.,High
"Hii I'm a new subscriber for you, your video really nice!! it's very helpful for me, btw can you take a video study for about 4 or 5 hours?? Thanks!!",Low
"Thank you for this! I love the background, and the song and I really needed the time countdown. Got a lot done!",Low
I have 5 exams starting from tomorrow,Medium
"The Suicide Survivor's Affirmation
September 10, 2020|Beyond Surviving


Someone I loved very much has ended their own life. I will never truly know all that was happening in their mind that brought them to that tragic choice. However, there are things of which I can be reasonably certain... 

If they were here, even they could not fully explain their mindset or answer all of my questions.
In their state of mind, they could not have fully comprehended the reality of their own death.
They could not have fully appreciated the devastating impact their suicide would have on the people in their life.

As such, by their last act, they made their most tragic mistake, unknowingly creating unparalleled pain in the hearts of those whom they most loved.

The person I lost is beyond my help now in every way but one: I can help them by working to ease the pain they have caused and by not allowing their most enduring legacy to be one of tragedy. They benefit from this help whether or not I perceive them as welcoming it, in the same way that we help the aggressor whenever we nurse his victim—by minimizing the damage he has caused.

As a result, each and every day, I can help the person I lost by...

Enjoying life
Smiling and laughing
Not dwelling in feelings of sadness or remorse 
Loving others 
Taking new steps in life toward positive new horizons  
Helping those who feel their loss to do the same and, in short, not letting their mistake continue to create sorrow, neither in the world around me, nor in myself. 
I will try to picture my lost loved one asking me to do this every day—to please help undo the damage they caused in whatever little ways possible. And I promise that I will.

Written by Jeffery Jackson",High
"ohh it helps me so much! thank you, and for cute messages too! just adorable and productive vibes! <3",Low
I am Watching this during the summer break. preparing for the next year I have ave ry important examI can'tt even descipethe anxietyi felt while watchingthis butt Ii amgonna promisee myselff to find a way to solve this,Medium
I can't either ..stay home alone..and I didn't let my daughter sleep alone in her room untill she was 13 14..when I tried I would just get overwhelmed with fear something bad wud happen.or sum1 would get in her window..so I'd sleep on the floor by her bed..,Medium
"You are the only ""study with me"" channel that keeps me working. Your videos are so beautiful and the music is so calming! Thank you so much, you're doing amazing!",Low
"trust yourself and keep going. You dont have to make large strides. small steps are just as important. trust your curiosity , trust your intuition, + even if it's little by little, keep going",Low
Same I am so behind in online school and Ive never been this behind,Medium
"Thank you for the tips, keeping yourself hydrated is a key while concentrating on something",Low
"Comforting enough to survive the semester lol. Stay strong guys, and sleep well to keep going healthily. We'll make it this semester! Tons of blessings, hugs and joy to y'all!",Low
"I am very impressed with how you made this wonderful relaxing music. This Music helps me study and clear up my mind. Love this relaxing music. Love your videos. I actually learned the song on the piano, it's really beautiful. 我喜歡你的曲目，太棒了。很好。",Low
Thank you for watching!~ Here's the channel ID: https://youtube.com/@user-gw7mb9yj7f?si=xdXYT2NS0Xa7TNzj,Low
